UK-AIR ID,EU Site ID,EMEP Site ID,lookupvalue_data,lookup_settelment,Site Name,Environment Type,Zone,Start Date,End Date,Latitude,Longitude,Northing,Easting,Altitude (m),Networks,AURN Pollutants Measured,Site Description
T54,,,Heathrow Oaks Road,Spelthorne,Heathrow Oaks Road (Spelthorne),Suburban Industrial,Greater London Urban Area,04/05/2001,,51.459444,-0.479444,174481.45,505736.56,,Locally-managed automatic monitoring,,
HB112,,,Hertsmere Borehamwood 1,Hertsmere,Hertsmere Borehamwood 1 (Hertsmere),Urban Background,Eastern,02/01/1998,26/10/2005,51.652778,-0.274722,196296.53,519451.5,,Locally-managed automatic monitoring,,
HB008,,,Hertsmere Borehamwood Background,Hertsmere,Hertsmere Borehamwood Background (Hertsmere),Urban Background,Eastern,05/11/2005,23/05/2017,51.662193,-0.264313,197360.61,520146.67,,Locally-managed automatic monitoring,,
HB014,,,Hertsmere Borehamwood Bowling Club,Hertsmere,Hertsmere Borehamwood Bowling Club (Hertsmere),Urban Background,Eastern,24/05/2017,,51.661283,-0.270633,197249,519711,,Locally-managed automatic monitoring,,
HB009,,,Hertsmere Borehamwood Roadside,Hertsmere,Hertsmere Borehamwood Roadside (Hertsmere),Urban Background,Eastern,09/09/2014,,51.659803,-0.261916,197098.76,520318.77,,Locally-managed automatic monitoring,,
HI2,,,Hillingdon 2 - Hillingdon Hospital,Hillingdon,Hillingdon 2 - Hillingdon Hospital (Hillingdon),Urban Background,Greater London Urban Area,25/09/2002,30/09/2011,51.52611,-0.45913,181924.7,506991.76,,Locally-managed automatic monitoring,,
HIL1,,,Hillingdon Harmondsworth,Hillingdon,Hillingdon Harmondsworth (Hillingdon),Urban Background,Greater London Urban Area,01/07/2007,,51.487989,-0.480984,177653.65,505563.73,,Locally-managed automatic monitoring,,
HIL4,,,Hillingdon Harmondsworth Osiris,Hillingdon,Hillingdon Harmondsworth Osiris (Hillingdon),Urban Background,Greater London Urban Area,01/07/2007,,51.487534,-0.479451,177605.26,505671.22,,Locally-managed automatic monitoring,,
HIL5,,,Hillingdon Hayes,Hillingdon,Hillingdon Hayes (Hillingdon),Urban Traffic,Greater London Urban Area,21/04/2008,,51.498167,-0.412333,178886.63,510305.44,,Locally-managed automatic monitoring,,
HI3,,,Hillingdon Oxford Avenue,Hillingdon,Hillingdon Oxford Avenue (Hillingdon),Urban Background,Greater London Urban Area,07/03/2005,,51.48113,-0.42376,176974.86,509553.07,,Locally-managed automatic monitoring,,
SIPS,,,Hillingdon Sipson,Hillingdon,Hillingdon Sipson (Hillingdon),Urban Background,Greater London Urban Area,08/09/2006,,51.484384,-0.455695,177289.47,507327.94,,Locally-managed automatic monitoring,,
HI1,,,Hillingdon South Ruislip,Hillingdon,Hillingdon South Ruislip (Hillingdon),Urban Traffic,Greater London Urban Area,21/09/1999,,51.55226,-0.40278,184916.59,510837.24,,Locally-managed automatic monitoring,,
HB002,,,Hitchin Stevenage Road,North Hertfordshire,Hitchin Stevenage Road (North Hertfordshire),Urban Traffic,Eastern,07/02/2013,,51.940974,-0.274038,228348.05,518740.02,,Locally-managed automatic monitoring,,
HB003,,,Hitchin Stevenage Road Particulates,North Hertfordshire,Hitchin Stevenage Road Particulates (North Hertfordshire),Urban Traffic,Eastern,03/08/2015,,51.940988,-0.274431,228348.97,518712.97,,Locally-managed automatic monitoring,,
HO5,,,Horsham - Cowfold,Horsham,Horsham - Cowfold (Horsham),Urban Traffic,South East,20/09/2010,,50.989063,-0.270257,122497.26,521500.04,,Locally-managed automatic monitoring,,
HO2,,,Horsham - Park Way,Horsham,Horsham - Park Way (Horsham),Urban Traffic,South East,01/01/2016,,51.062593,-0.324818,130585.23,517485.04,,Locally-managed automatic monitoring,,
HO1,,,Horsham Background,Horsham,Horsham Background (Horsham),Urban Background,South East,01/01/2002,29/11/2004,51.088698,-0.320976,133494.22,517688.04,,Locally-managed automatic monitoring,,
HO3,,,Horsham Roadside,Parallel NOx Horsham,Horsham Roadside (Parallel NOx) (Horsham),Urban Traffic,South East,25/10/2006,18/07/2007,51.062566,-0.324847,130582.23,517483.04,,Locally-managed automatic monitoring,,
HS010,,,Hounslow Boston Manor Park,Hounslow,Hounslow Boston Manor Park (Hounslow),Urban Traffic,Greater London Urban Area,06/11/2018,05/03/2020,51.489863,-0.317505,178110,516909,,Locally-managed automatic monitoring,,
HS5,,,Hounslow Brentford,Hounslow,Hounslow Brentford (Hounslow),Urban Traffic,Greater London Urban Area,02/06/2003,,51.489398,-0.310081,178070.35,517425.39,,Locally-managed automatic monitoring,,
HS4,,,Hounslow Chiswick,Hounslow,Hounslow Chiswick (Hounslow),Urban Background,Greater London Urban Area,26/08/1999,,51.492507,-0.257252,178502.07,521084.75,,Locally-managed automatic monitoring,,
HS2,,,Hounslow Cranford,Hounslow,Hounslow Cranford (Hounslow),Suburban Background,Greater London Urban Area,02/01/1999,,51.482982,-0.411895,177198.61,510372.47,,Locally-managed automatic monitoring,,
HS9,,,Hounslow Feltham,Hounslow,Hounslow Feltham (Hounslow),Urban Background,Greater London Urban Area,19/08/2009,,51.447388,-0.408733,173245.1,510678.03,,Locally-managed automatic monitoring,,
HS8,,,Hounslow Gunnersbury,Hounslow,Hounslow Gunnersbury (Hounslow),Urban Traffic,Greater London Urban Area,09/02/2012,,51.500676,-0.284383,179366.02,519180.05,,Locally-managed automatic monitoring,,
HS7,,,Hounslow Hatton Cross,Hounslow,Hounslow Hatton Cross (Hounslow),Urban Background,Greater London Urban Area,01/01/2006,,51.463402,-0.427525,174997.76,509333.96,,Locally-managed automatic monitoring,,
HS6,,,Hounslow Heston,Hounslow,Hounslow Heston (Hounslow),Urban Traffic,Greater London Urban Area,13/04/2006,,51.479129,-0.36476,176842.17,513654.84,,Locally-managed automatic monitoring,,
HUN01,,,Huntingdon Pathfinder House,Huntingdon,Huntingdon Pathfinder House (Huntingdon),Urban Traffic,Eastern,01/01/2018,,52.327932,-0.180369,271540,524099,,Locally-managed automatic monitoring,,
INC2,,,Inverclyde Greenock A8,Inverclyde,Inverclyde Greenock A8 (Inverclyde),Urban Traffic,Central Scotland,18/03/2014,31/12/2016,55.944079,-4.734421,675714.7,229331.5,,Locally-managed automatic monitoring,,
INC1,,,Inverclyde Greenock Dunlop Street,Inverclyde,Inverclyde Greenock Dunlop Street (Inverclyde),Urban Traffic,Central Scotland,09/04/2010,07/12/2013,55.94122,-4.784771,675522.22,226175.2,,Locally-managed automatic monitoring,,
INV03,,,Inverness Academy Street,Highland,Inverness Academy Street (Highland),Urban Traffic,Highland,24/06/2016,,57.479593,-4.22565,845439,266653,,Locally-managed automatic monitoring,,
INV04,,,Inverness Academy Street 1st Floor,Highland,Inverness Academy Street 1st Floor (Highland),Urban Traffic,Glasgow Urban Area,25/09/2019,,57.479525,-4.225588,845439.2,266653.2,,Locally-managed automatic monitoring,,
IPS3,,,Ipswich Chevallier Street,Ipswich,Ipswich Chevallier Street (Ipswich),Urban Traffic,Eastern,13/09/2006,,52.064672,1.138969,245349.47,615258.24,,Locally-managed automatic monitoring,,
IPS5,,,Ipswich Cliff Lane,Ipswich,Ipswich Cliff Lane (Ipswich),Urban Background,Eastern,16/11/2010,06/12/2011,52.035553,1.170683,242206.33,617572.96,,Locally-managed automatic monitoring,,
IPS,,,Ipswich Piper's Court,Ipswich,Ipswich Piper's Court (Ipswich),Urban Traffic,Eastern,27/06/2003,31/05/2012,52.050542,1.152239,243817.82,616235.84,,Locally-managed automatic monitoring,,
IPS04,,,Ipswich St Matthews Street,Ipswich,Ipswich St Matthews Street (Ipswich),Urban Traffic,Eastern,27/06/2019,,52.060026,1.147576,244858.4,615870.5,,Locally-managed automatic monitoring,,
IS6,,,Islington - Arsenal,Islington,Islington - Arsenal (Islington),Urban Background,Greater London Urban Area,14/03/2007,,51.557895,-0.106989,186032.47,531327.64,,Locally-managed automatic monitoring,,
IS2,,,Islington - Holloway Road,Islington,Islington - Holloway Road (Islington),Urban Traffic,Greater London Urban Area,12/07/2000,,51.555378,-0.116146,185736.17,530700.1,,Locally-managed automatic monitoring,,
IS1,,,Islington - Upper Street,Islington,Islington - Upper Street (Islington),Urban Background,Greater London Urban Area,13/05/1994,14/03/2007,51.5407,-0.10327,184127.03,531635.05,,Locally-managed automatic monitoring,,
KG2,,,Kensington and Chelsea - Green Screen BG,Kensington and Chelsea,Kensington and Chelsea - Green Screen BG (Kensington and Chelsea),Urban Background,Greater London Urban Area,01/11/2013,14/10/2014,51.489413,-0.193641,178265.05,525509.04,,Locally-managed automatic monitoring,,
KG1,,,Kensington and Chelsea - Green Screen RS,Kensington and Chelsea,Kensington and Chelsea - Green Screen RS (Kensington and Chelsea),Urban Traffic,Greater London Urban Area,10/02/2014,14/10/2014,51.489413,-0.193641,178265.05,525509.04,,Locally-managed automatic monitoring,,
KILR,,,Kilroot,Mid and East Antrim,Kilroot (Mid and East Antrim),Not Available,Northern Ireland,01/06/2001,15/07/2002,54.728906,-5.761938,389067.56,344228.05,,Locally-managed automatic monitoring,,
KL5,,,King's Lynn Estuary Close,Kings Lynn and West Norfolk,King's Lynn Estuary Close (Kings Lynn and West Norfolk),Urban Industrial,Eastern,17/04/2013,,52.766667,0.393611,321471.26,561590.15,,Locally-managed automatic monitoring,,
KLY9,,,King's Lynn Gaywood,Kings Lynn and West Norfolk,King's Lynn Gaywood (Kings Lynn and West Norfolk),Urban Traffic,Eastern,06/02/2012,,52.757222,0.420556,320481.67,563443.15,,Locally-managed automatic monitoring,,
KL7,,,King's Lynn North Lynn,Kings Lynn and West Norfolk,King's Lynn North Lynn (Kings Lynn and West Norfolk),Not Available,Eastern,06/08/2013,22/02/2018,52.765278,0.400833,321333.02,562082.49,,Locally-managed automatic monitoring,,
KL2,,,King's Lynn Page Stair Lane,Kings Lynn and West Norfolk,King's Lynn Page Stair Lane (Kings Lynn and West Norfolk),Not Available,Eastern,01/01/2011,,52.7575,0.392222,320448.64,561530.36,,Locally-managed automatic monitoring,,
KLY8,,,King's Lynn Southgates,Kings Lynn and West Norfolk,King's Lynn Southgates (Kings Lynn and West Norfolk),Urban Traffic,Eastern,25/06/2008,,52.746111,0.401944,319203.88,562228.61,,Locally-managed automatic monitoring,,
KLY1,,,King's Lynn Stoke Ferry Buckenham Drive,Kings Lynn and West Norfolk,King's Lynn Stoke Ferry Buckenham Drive (Kings Lynn and West Norfolk),Urban Industrial,Eastern,31/08/2018,,52.570556,0.510833,299931.23,570257.97,,Locally-managed automatic monitoring,,
KL1,,,King's Lynn Stoke Ferry Furlong Road,Kings Lynn and West Norfolk,King's Lynn Stoke Ferry Furlong Road (Kings Lynn and West Norfolk),Not Available,Eastern,31/07/2011,29/08/2018,52.57194,0.511944,300087.76,570327.89,,Locally-managed automatic monitoring,,
KL9,,,King's Lynn Stoke Ferry TEOM,Kings Lynn and West Norfolk,King's Lynn Stoke Ferry TEOM (Kings Lynn and West Norfolk),Urban Traffic,Eastern,01/11/2018,,52.571944,0.511667,300087.56,570309.1,,Locally-managed automatic monitoring,,
KL8,,,King's Lynn Stoke Ferry Wretton Road,Kings Lynn and West Norfolk,King's Lynn Stoke Ferry Wretton Road (Kings Lynn and West Norfolk),Urban Industrial,Eastern,05/12/2016,,52.570278,0.513333,299906.21,570428.44,,Locally-managed automatic monitoring,,
KT1,,,Kingston - Chessington,Kingston upon Thames,Kingston - Chessington (Kingston upon Thames),Suburban Background,South East,01/01/2008,07/07/2008,51.356647,-0.316771,163297.11,517300.04,,Locally-managed automatic monitoring,,
KT2,,,Kingston - Town Centre,Kingston upon Thames,Kingston - Town Centre (Kingston upon Thames),Urban Traffic,Greater London Urban Area,26/04/1996,23/06/2000,51.414431,-0.301707,169747.09,518200.04,,Locally-managed automatic monitoring,,
KT5,,,Kingston Upon Thames - Cromwell Road,Kingston upon Thames,Kingston Upon Thames - Cromwell Road (Kingston upon Thames),Not Available,Greater London Urban Area,05/04/2018,,51.412308,-0.296585,169519.29,518561.7,,Locally-managed automatic monitoring,,
KT6,,,Kingston Upon Thames - Kingston Vale,Kingston upon Thames,Kingston Upon Thames - Kingston Vale (Kingston upon Thames),Not Available,Greater London Urban Area,12/03/2018,,51.435501,-0.25703,172163.08,521251.04,,Locally-managed automatic monitoring,,
KT3,,,Kingston Upon Thames - Sopwith Way,Kingston upon Thames,Kingston Upon Thames - Sopwith Way (Kingston upon Thames),Urban Traffic,Greater London Urban Area,10/03/2015,13/07/2016,51.413691,-0.302269,169663.91,518162.85,,Locally-managed automatic monitoring,,
KT4,,,Kingston Upon Thames - Tolworth Broadway,Kingston upon Thames,Kingston Upon Thames - Tolworth Broadway (Kingston upon Thames),Urban Traffic,Greater London Urban Area,13/04/2015,,51.379312,-0.281259,165874.9,519713.5,,Locally-managed automatic monitoring,,
LB5,,,Lambeth - Bondway Interchange,Lambeth,Lambeth - Bondway Interchange (Lambeth),Urban Industrial,Greater London Urban Area,08/02/2005,,51.485487,-0.124545,177949.06,530317.05,,Locally-managed automatic monitoring,,
LB4,,,Lambeth - Brixton Road,Lambeth,Lambeth - Brixton Road (Lambeth),Urban Traffic,Greater London Urban Area,18/12/2003,,51.464114,-0.114581,175590.06,531070.05,,Locally-managed automatic monitoring,,
LB1,,,Lambeth - Christchurch Road,Lambeth,Lambeth - Christchurch Road (Lambeth),Urban Traffic,Greater London Urban Area,24/09/2000,01/12/2010,51.444249,-0.121731,173368.32,530630.05,,Locally-managed automatic monitoring,,
LB3,,,Lambeth - Loughborough Junct,Lambeth,Lambeth - Loughborough Junct (Lambeth),Urban Background,Greater London Urban Area,19/12/2001,20/12/2010,51.464866,-0.099161,175701.43,532138.96,,Locally-managed automatic monitoring,,
LB6,,,Lambeth - Streatham Green,Lambeth,Lambeth - Streatham Green (Lambeth),Urban Background,Greater London Urban Area,12/09/2009,,51.428213,-0.131869,171567.08,529971.05,,Locally-managed automatic monitoring,,
LB2,,,Lambeth - Vauxhall Cross,Lambeth,Lambeth - Vauxhall Cross (Lambeth),Urban Traffic,Greater London Urban Area,19/12/2001,01/07/2003,51.484912,-0.125174,177884.06,530275.05,,Locally-managed automatic monitoring,,
LNC2,,,Lancaster Cable Street,Lancaster,Lancaster Cable Street (Lancaster),Urban Traffic,North West & Merseyside,05/04/2017,,54.050833,-2.800556,461949.03,347684.51,,Locally-managed automatic monitoring,,
LNC3,,,Lancaster Dalton Square,Lancaster,Lancaster Dalton Square (Lancaster),Urban Traffic,North West & Merseyside,05/04/2017,,54.047778,-2.798056,461607.27,347844.35,,Locally-managed automatic monitoring,,
LAR2,,,Larne Craigyhill,Mid and East Antrim,Larne Craigyhill (Mid and East Antrim),Not Available,,26/01/2006,30/04/2010,54.857438,-5.838513,403218.1,338854.51,,Locally-managed automatic monitoring,,
LARN,,,Larne Harbour,Mid and East Antrim,Larne Harbour (Mid and East Antrim),Urban Background,Northern Ireland,01/03/2003,03/12/2005,54.84132,-5.801354,401498.49,341296.72,,Locally-managed automatic monitoring,,
LC1,,,Leicester - Abbey Lane,Leicester,Leicester - Abbey Lane (Leicester),Urban Traffic,Leicester Urban Area,11/10/2013,,52.656505,-1.135508,306881.61,458574.02,,Locally-managed automatic monitoring,,
LC7,,,Leicester - Ely,Leicester,Leicester - Ely (Leicester),Urban Traffic,Leicester Urban Area,14/02/2013,03/01/2017,52.612868,-1.102871,302054.62,460842.02,,Locally-managed automatic monitoring,,
LC2,,,Leicester - Glenhills Way,Leicester,Leicester - Glenhills Way (Leicester),Urban Traffic,Leicester Urban Area,01/01/2013,,52.596179,-1.158708,300152.63,457083.02,,Locally-managed automatic monitoring,,
LC3,,,Leicester - Melton Road,Leicester,Leicester - Melton Road (Leicester),Urban Traffic,Leicester Urban Area,01/01/2013,,52.651287,-1.121509,306312.61,459528.02,,Locally-managed automatic monitoring,,
LC4,,,Leicester - St Matthews Way,Leicester,Leicester - St Matthews Way (Leicester),Urban Traffic,Leicester Urban Area,01/01/2013,,52.639815,-1.126275,305032.61,459221.02,,Locally-managed automatic monitoring,,
LC5,,,Leicester - Van,Charnwood,Leicester - Van (Charnwood),Urban Traffic,East Midlands,04/04/2013,30/03/2014,52.682141,-1.060655,309796.6,463600.02,,Locally-managed automatic monitoring,,
LC6,,,Leicester - Vaughan Way,Leicester,Leicester - Vaughan Way (Leicester),Urban Traffic,Leicester Urban Area,01/01/2013,,52.638715,-1.136849,304901.62,458507.02,,Locally-managed automatic monitoring,,
LERW,,,Lerwick,Shetland Islands,Lerwick (Shetland Islands),Rural Background,Highland,16/10/2012,,60.13922,-1.185319,1139689.93,445350.77,,Locally-managed automatic monitoring,,
LER3,,,Lerwick Staney Hill,Shetland Islands,Lerwick Staney Hill (Shetland Islands),Urban Background,Highland,01/07/2008,31/12/2011,60.163067,-1.162889,1142361.28,446562.92,,Locally-managed automatic monitoring,,
LS6,,,Lewes - Denton Community Centre,Lewes,Lewes - Denton Community Centre (Lewes),Urban Background,South East,23/07/2013,26/06/2017,50.804581,0.059418,102579.33,545209.05,,Locally-managed automatic monitoring,,
LS7,,,Lewes - Newhaven,Lewes,Lewes - Newhaven (Lewes),Not Available,South East,15/04/2020,,50.794928,0.046336,101480.33,544317.05,,Locally-managed automatic monitoring,,
LS4,,,Lewes - Newhaven Denton School,Lewes,Lewes - Newhaven Denton School (Lewes),Urban Background,South East,02/03/2011,27/06/2013,50.803708,0.05796,102479.33,545109.05,,Locally-managed automatic monitoring,,
LS1,,,Lewes - Telscombe Cliffs,Lewes,Lewes - Telscombe Cliffs (Lewes),Urban Traffic,South East,01/06/2000,11/02/2010,50.794129,-0.014575,101274.46,540026.93,,Locally-managed automatic monitoring,,
LS5,,,Lewes - West Street,Lewes,Lewes - West Street (Lewes),Urban Traffic,South East,26/05/2011,,50.874364,0.010355,110243.3,541541.05,,Locally-managed automatic monitoring,,
LW1,,,Lewisham - Catford,Lewisham,Lewisham - Catford (Lewisham),Urban Background,Greater London Urban Area,01/10/2007,,51.445468,-0.020266,173689.55,537677.26,,Locally-managed automatic monitoring,,
LW5,,,Lewisham - Deptford,Lewisham,Lewisham - Deptford (Lewisham),Not Available,Greater London Urban Area,13/11/2019,,51.479531,-0.025261,177468.06,537228.05,,Locally-managed automatic monitoring,,
HP1,,,Lewisham - Honor Oak Park,Lewisham,Lewisham - Honor Oak Park (Lewisham),Not Available,Greater London Urban Area,10/12/2018,,51.449673,-0.037415,174125.07,536473.05,,Locally-managed automatic monitoring,,
LW4,,,Lewisham - Loampit Vale,Lewisham,Lewisham - Loampit Vale (Lewisham),Urban Traffic,Greater London Urban Area,10/07/2012,,51.464691,-0.016068,175835.06,537911.05,,Locally-managed automatic monitoring,,
LW3,,,Lewisham - Mercury Way,Lewisham,Lewisham - Mercury Way (Lewisham),Urban Industrial,Greater London Urban Area,15/02/2010,25/01/2016,51.481141,-0.045671,177609.06,535806.05,,Locally-managed automatic monitoring,,
LW2,,,Lewisham - New Cross,Lewisham,Lewisham - New Cross (Lewisham),Urban Traffic,Greater London Urban Area,01/04/2002,,51.474954,-0.039641,176932.22,536243.15,,Locally-managed automatic monitoring,,
WOLV001,,,Lichfield Street,Wolverhampton,Lichfield Street (Wolverhampton),Not Available,West Midlands Urban Area,01/01/2004,29/03/2019,52.586797,-2.124618,298784.22,391654.04,,Locally-managed automatic monitoring,,
